short_opening_name,opening_name,winner,opening_eco,num_games,white_rating,black_rating,turns
French Defense,French Defense: Exchange Variation,black,C01,42,1701,1781,58
French Defense,French Defense: Tarrasch Variation |  Open System,black,C07,3,1730,1781,42
English Opening,English Opening: Symmetrical Variation |  Normal Variation,black,A34,5,1590,1780,64
Queen's Gambit Refused,Queen's Gambit Refused: Albin Countergambit |  Normal Line,white,D08,8,1803,1764,60
English Opening,English Opening: Symmetrical Variation,black,A30,15,1577,1634,79
King's Indian Defense,King's Indian Defense,white,E61,19,1805,1722,65
King's Indian Attack,King's Indian Attack,white,A08,15,1874,1755,53
English Opening,English Opening: Caro-Kann Defensive System,black,A11,10,1596,1663,67
English Opening,English Opening: Agincourt Defense,white,A13,21,1612,1559,55
Slav Defense,Slav Defense: Bonet Gambit,black,D11,3,1482,1789,88
Queen's Pawn Game,Queen's Pawn Game: Torre Attack,white,D03,3,1613,1599,92
Queen's Gambit Declined,Queen's Gambit Declined: Modern Variation,black,D50,9,1563,1554,52
Sicilian Defense,Sicilian Defense: Canal Attack |  Main Line,white,B52,14,1659,1573,57
Benoni Defense,Benoni Defense: Classical Variation |  Main Line,black,A73,1,1450,1303,38
Queen's Gambit Declined,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,black,D35,6,1608,1574,68
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Modern Variation #4,black,A01,17,1660,1681,56
Semi-Slav Defense,Semi-Slav Defense: Accelerated Move Order,black,D31,11,1657,1697,66
Ponziani Opening,Ponziani Opening: Jaenisch Counterattack,white,C44,15,1825,1663,71
Queen's Gambit Declined,Queen's Gambit Declined: Queen's Knight Variation,black,D31,14,1503,1512,71
Queen's Gambit Declined,Queen's Gambit Declined: Exchange Variation |  Positional Variation,draw,D35,1,1350,1429,57
Englund Gambit Declined |  Reversed French,Englund Gambit Declined |  Reversed French,white,A40,14,1400,1368,56
Queen's Gambit Refused,Queen's Gambit Refused: Albin Countergambit,black,D08,7,1629,1577,75
Queen's Gambit Accepted,Queen's Gambit Accepted: Rosenthal Variation,white,D21,12,1659,1488,44
Center Game,Center Game,white,C21,4,1078,1084,52
Russian Game,Russian Game: Three Knights Game,white,C42,53,1450,1351,52
Caro-Kann Defense,Caro-Kann Defense: Classical Variation,black,B18,13,1668,1723,73
Italian Game,Italian Game: Classical Variation |  Center Attack,white,C53,2,1714,1345,39
Ruy Lopez,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,white,C78,7,1504,1532,59
Ruy Lopez,Ruy Lopez: Berlin Defense #2,black,C65,38,1581,1625,61
Ruy Lopez,Ruy Lopez: Morphy Defense |  Graz Variation,white,C70,7,1557,1350,44
Italian Game,Italian Game: Classical Variation |  Giuoco Pianissimo,white,C53,17,1642,1630,47
King's Pawn Game,King's Pawn Game: Macleod Attack,white,C20,9,1335,1328,56
Queen's Pawn Game,Queen's Pawn Game: Zukertort Variation,black,D02,44,1572,1623,62
Bishop's Opening,Bishop's Opening: Boi Variation,white,C20,26,1598,1461,58
Italian Game,Italian Game: Two Knights Defense |  Modern Bishop's Opening,white,C55,42,1725,1553,57
French Defense,French Defense: Normal Variation,white,C00,76,1565,1401,51
King's Pawn Game,King's Pawn Game: Leonardis Variation,black,C20,83,1384,1486,54
Elephant Gambit,Elephant Gambit: Paulsen Countergambit,white,C40,7,1531,1458,49
French Defense,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,white,C15,3,1263,1284,36
French Defense,French Defense: Two Knights Variation,black,C00,15,1581,1633,57
Three Knights Opening,Three Knights Opening,white,C46,48,1544,1502,53
Vienna Game,Vienna Game: Falkbeer Variation,white,C26,9,1476,1356,66
Ruy Lopez,Ruy Lopez,black,C70,2,1074,1236,51
Four Knights Game,Four Knights Game: Spanish Variation,white,C48,23,1566,1504,56
Goldsmith Defense,Goldsmith Defense: Picklepuss Defense,black,B00,1,1147,908,64
Ware Opening,Ware Opening,black,A00,14,1149,1398,35
Modern Defense,Modern Defense: Standard Defense,black,B06,4,1890,1898,62
English Opening,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit,white,A10,1,2008,1954,101
Sicilian Defense,Sicilian Defense: Grand Prix Attack,black,B23,6,1859,1897,68
Nimzo-Larsen Attack,Nimzo-Larsen Attack: English Variation,black,A01,4,1673,2026,86
Scandinavian Defense,Scandinavian Defense: Marshall Variation,draw,B01,1,1945,1961,48
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Classical Variation,black,A01,15,1651,1896,46
Pirc Defense,Pirc Defense: Austrian Attack |  Unzicker Attack,white,B09,3,2135,1977,70
Nimzo-Larsen Attack,Nimzo-Larsen Attack,white,A01,18,1679,1495,53
Nimzo-Larsen Attack,Nimzo-Larsen Attack: English Variation,white,A01,5,1590,1563,69
Scandinavian Defense,Scandinavian Defense: Modern Variation #2,draw,B01,1,1914,1965,148
Budapest Defense,Budapest Defense: Adler Variation,black,A52,15,1773,1818,50
Scandinavian Defense,Scandinavian Defense: Modern Variation,black,B01,2,1622,1810,94
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Symmetrical Variation,black,A01,4,1802,1860,89
Nimzowitsch Defense,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,white,B00,19,1554,1452,50
King's Indian Defense,King's Indian Defense: Normal Variation |  Rare Defenses,white,E90,11,1735,1668,62
Sicilian Defense,Sicilian Defense: Closed,white,B23,8,1754,1868,55
Reti Opening,Reti Opening,black,A06,9,1495,1696,60
Zukertort Opening,Zukertort Opening: Slav Invitation,black,A04,2,1708,1553,58
Scandinavian Defense,Scandinavian Defense: Marshall Variation,white,B01,3,1874,1816,37
English Opening,English Opening: Anglo-Indian Defense |  King's Indian Formation,black,A15,6,1526,1657,66
Caro-Kann Defense,Caro-Kann Defense: Alekhine Gambit,black,B15,1,2050,1981,20
Italian Game,Italian Game: Giuoco Pianissimo,white,C50,13,1529,1507,57
Four Knights Game,Four Knights Game: Spanish Variation |  Classical Variation,black,C48,11,1634,1804,62
Ruy Lopez,Ruy Lopez,black,C60,17,1556,1597,62
Slav Defense,Slav Defense: Czech Variation,white,D17,2,1794,1466,74
Sicilian Defense,Sicilian Defense,white,B20,54,1497,1429,52
Philidor Defense,Philidor Defense: Exchange Variation,white,C41,21,1776,1629,71
Richter-Veresov Attack,Richter-Veresov Attack,black,D01,7,1324,1513,63
Blackmar-Diemer Gambit,Blackmar-Diemer Gambit: Teichmann Variation,white,D00,3,1724,1655,45
Queen's Gambit Accepted,Queen's Gambit Accepted,black,D20,19,1531,1642,63
Slav Defense #2,Slav Defense #2,black,D10,21,1671,1804,73
Franco-Benoni Defense,Franco-Benoni Defense,white,A43,7,1754,1642,60
French Defense,French Defense: Advance Variation |  Paulsen Attack,white,C02,25,1683,1658,56
Benoni Defense,Benoni Defense: King's Pawn Line,black,A65,2,1620,2061,42
French Defense,French Defense: Advance Variation #2,black,C02,14,1597,1677,67
French Defense,French Defense: Advance Variation,white,C02,12,1749,1761,79
Queen's Gambit Declined,Queen's Gambit Declined,white,D30,66,1673,1533,60
French Defense,French Defense: Tarrasch Variation |  Open System |  Suechting Line,black,C07,2,1628,1614,68
Mieses Opening,Mieses Opening,white,A00,32,1438,1480,36
Zukertort Opening,Zukertort Opening: Quiet System,white,A04,2,1100,1306,71
Philidor Defense,Philidor Defense: Nimzowitsch Variation,white,C41,6,1682,1323,60
Zukertort Opening,Zukertort Opening: Reversed Mexican Defense,black,A06,11,1219,1472,33
Queen's Pawn Game,Queen's Pawn Game: Symmetrical Variation,draw,D02,4,1434,1542,56
Four Knights Game,Four Knights Game: Halloween Gambit,black,C46,2,1781,1852,100
Sicilian Defense,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,black,B22,6,1939,2051,60
Sicilian Defense,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,black,B33,3,2330,2219,65
Queen's Pawn Game,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,black,D02,7,1926,1890,66
Scotch Game,Scotch Game: Potter Variation,white,C45,4,2050,1717,84
Benoni Defense,Benoni Defense: Taimanov Variation,white,A67,1,2329,2017,43
Russian Game,Russian Game: Classical Attack |  Staunton Variation,white,C42,1,2323,1881,41
Four Knights Game,Four Knights Game: Italian Variation |  Noa Gambit,black,C47,3,1784,2284,47
Ruy Lopez,Ruy Lopez: Steinitz Defense,white,C62,67,1676,1574,74
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Burille Variation,black,D94,7,1707,1774,65
Petrov's Defense,Petrov's Defense,white,C42,15,1480,1412,55
Queen's Gambit Declined,Queen's Gambit Declined: Three Knights Variation,white,D37,9,1913,1734,59
Caro-Kann Defense,Caro-Kann Defense: Karpov Variation |  Tiviakov-Fischer Attack,white,B17,1,2275,2016,19
Nimzo-Indian Defense,Nimzo-Indian Defense: Three Knights Variation,white,E21,4,1891,1587,53
Sicilian Defense,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,black,B33,4,1678,2006,54
Dutch Defense,Dutch Defense: Classical Variation |  Ilyin-Zhenevsky Variation |  Modern Main Line,white,A99,1,2217,2059,49
Pirc Defense,Pirc Defense: Austrian Attack |  Weiss Variation,white,B09,4,2008,1905,67
Sicilian Defense,Sicilian Defense: Alapin Variation |  Barmen Defense,black,B22,2,1908,2054,52
English Opening,English Opening: Anglo-Gruenfeld Defense,black,A16,3,1489,1761,54
English Opening,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,black,A22,4,1626,1689,46
Sicilian Defense,Sicilian Defense: Kan Variation,black,B41,6,1737,1933,55
Sicilian Defense,Sicilian Defense: Open,black,B33,2,1772,1818,28
Semi-Slav Defense,Semi-Slav Defense,white,D43,12,1761,1624,71
Four Knights Game,Four Knights Game: Spanish Variation |  Rubinstein Variation,black,C48,4,1819,1883,76
Van Geet Opening,Van Geet Opening,black,A00,20,1360,1594,47
English Opening,English Opening: The Whale,black,C20,26,1426,1423,52
Polish Defense,Polish Defense,white,A40,12,1638,1492,66
Ruy Lopez,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,white,C66,17,1783,1684,62
Petrov's Defense #3,Petrov's Defense #3,white,C42,1,1142,1138,48
Philidor Defense,Philidor Defense: Exchange Variation #2,black,C41,14,1486,1528,55
Queen's Indian Defense,Queen's Indian Defense: Classical Variation,black,E17,2,1928,1972,71
Old Benoni Defense,Old Benoni Defense,black,A43,17,1546,1692,84
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Modern Variation #3,black,A01,8,1462,1485,63
Kadas Opening,Kadas Opening,black,A00,21,1299,1400,49
Pirc Defense #4,Pirc Defense #4,white,B07,63,1534,1443,55
Ruy Lopez,Ruy Lopez: Steinitz Defense,black,C62,61,1609,1650,58
Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Exchange Variation,black,B34,5,1616,1697,57
Scotch Game,Scotch Game,black,C45,63,1542,1637,61
Queen's Gambit Declined,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,black,D30,6,1610,1627,70
King's Indian Defense,King's Indian Defense: Normal Variation |  Rare Defenses,black,E90,8,1650,1795,68
Semi-Slav Defense,Semi-Slav Defense: Romih Variation,white,D46,2,1436,1439,51
Italian Game,Italian Game: Two Knights Defense |  Polerio Defense,black,C57,4,1467,1283,46
Italian Game,Italian Game: Two Knights Defense |  Fritz Variation,black,C57,8,1646,1610,60
Caro-Kann Defense,Caro-Kann Defense: Alekhine Gambit,white,B15,3,1427,1372,70
Queen's Gambit Refused,Queen's Gambit Refused: Baltic Defense,black,D02,4,1488,1486,30
Vienna Game,Vienna Game: Stanley Variation,black,C26,11,1464,1524,75
Slav Defense,Slav Defense: Modern Line,black,D11,9,1721,1836,42
King's Indian Attack,King's Indian Attack: Sicilian Variation,black,A08,1,1969,2247,59
Ruy Lopez,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,black,C67,9,1785,1745,79
Owen Defense,Owen Defense,black,B00,83,1576,1599,56
Queen's Pawn Game,Queen's Pawn Game: Stonewall Attack,black,D00,10,1624,1828,56
Russian Game,Russian Game: Damiano Variation,black,C42,8,1354,1335,40
Center Game,Center Game: Normal Variation,black,C22,29,1395,1541,49
Ruy Lopez,Ruy Lopez: Exchange Variation |  King's Bishop Variation,black,C68,6,1461,1604,79
Queen's Pawn Game,Queen's Pawn Game: Chigorin Variation,white,D02,66,1660,1523,64
Elephant Gambit,Elephant Gambit: Paulsen Countergambit,black,C40,7,1604,1695,50
Bird Opening,Bird Opening: From's Gambit,black,A02,6,1457,1752,20
Sicilian Defense,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,white,B33,5,1870,1811,37
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit,white,B21,17,1768,1719,43
Ruy Lopez,Ruy Lopez: Central Countergambit,white,C79,1,1798,1250,23
Indian Game,Indian Game: Budapest Defense,white,A51,3,1717,1571,40
Nimzo-Larsen Attack,Nimzo-Larsen Attack: Modern Variation #2,white,A01,11,1647,1646,64
Sicilian Defense,Sicilian Defense: Open,white,B33,8,1837,1700,57
Ruy Lopez,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,black,C66,7,1683,1648,67
Queen's Pawn Game,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,draw,D02,2,1964,2105,145
Nimzo-Indian Defense,Nimzo-Indian Defense: Leningrad Variation,draw,E30,2,2312,2489,70
Four Knights Game,Four Knights Game: Scotch Variation Accepted,black,C47,17,1725,1676,61
Vienna Game #2,Vienna Game #2,black,C27,1,2104,2456,26
Vienna Game,Vienna Game: Vienna Gambit |  Main Line,black,C29,1,2301,2449,32
Pirc Defense #2,Pirc Defense #2,white,B07,13,1657,1476,54
Modern Defense,Modern Defense: Averbakh System |  Kotov Variation,white,A42,1,2432,2213,99
Benoni Defense,Benoni Defense: Classical Variation |  Averbakh-Grivas Attack,draw,A71,1,2428,2360,153
System,System: Double Duck Formation,black,A02,1,2208,2421,112
Modern Defense,Modern Defense: Standard Line,black,B06,3,1627,1568,49
Queen's Gambit Declined,Queen's Gambit Declined: Normal Defense,white,D35,13,1808,1708,66
Sicilian Defense,Sicilian Defense: Loewenthal Variation,black,B32,15,1567,1733,50
Sicilian Defense,Sicilian Defense: Najdorf Variation,black,B94,7,1846,1918,58
Sicilian Defense,Sicilian Defense: French Variation |  Normal,black,B40,6,1642,1676,54
Blackmar-Diemer Gambit,Blackmar-Diemer Gambit,white,D00,8,1648,1553,88
Scotch Game,Scotch Game: Paulsen Attack,black,C45,4,1730,1728,96
Sicilian Defense,Sicilian Defense: Open #3,draw,B32,2,1729,2008,103
Sicilian Defense,Sicilian Defense: Loewenthal Variation,white,B32,15,1717,1599,47
Three Knights Opening #2,Three Knights Opening #2,black,C46,8,1382,1459,66
Sicilian Defense,Sicilian Defense: Kan Variation |  Knight Variation,black,B43,11,1703,1814,74
Nimzowitsch Defense,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,white,B00,34,1575,1493,55
Sicilian Defense,Sicilian Defense: Accelerated Dragon |  Maroczy Bind,black,B38,3,1762,1764,57
Zukertort Opening,Zukertort Opening: Sicilian Invitation,white,A04,18,1712,1656,76
Pirc Defense #3,Pirc Defense #3,white,B07,11,1798,1809,58
Ruy Lopez,Ruy Lopez: Classical Variation |  Central Variation,draw,C64,1,1564,1603,92
Sicilian Defense,Sicilian Defense: Najdorf Variation |  English Attack,black,B90,10,1719,1854,75
Queen's Pawn Game,Queen's Pawn Game: Colle System |  Anti-Colle,black,D04,9,1687,1830,89
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,black,B12,6,1716,1702,61
Caro-Kann Defense,Caro-Kann Defense: Advance Variation,draw,B12,5,1825,1769,91
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,white,B12,5,1684,1702,60
Blackmar-Diemer Gambit #2,Blackmar-Diemer Gambit #2,black,D00,2,1500,1821,66
Scandinavian Defense,Scandinavian Defense: Modern Variation,white,B01,2,1821,1820,80
Caro-Kann Defense,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,white,B13,2,1500,1821,62
Caro-Kann Defense,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation,black,B13,2,1877,1821,120
Caro-Kann Defense,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Retreat Line,white,B11,3,1983,1891,43
Scotch Game,Scotch Game: Schmidt Variation,white,C45,18,1562,1506,66
Caro-Kann Defense,Caro-Kann Defense: Breyer Variation,black,B10,9,1432,1577,39
Scandinavian Defense,Scandinavian Defense: Modern Variation #2,white,B01,27,1736,1658,64
Scotch Game,Scotch Game: Classical Variation,black,C45,17,1586,1748,65
Caro-Kann Defense,Caro-Kann Defense: Accelerated Panov Attack #2,black,B10,4,1776,1836,26
Scandinavian Defense,Scandinavian Defense: Marshall Variation,black,B01,3,1907,1800,32
Sicilian Defense,Sicilian Defense: Sozin Attack |  Flank Variation,white,B87,4,1991,1958,88
Slav Defense,Slav Defense: Exchange Variation |  Schallopp Variation,draw,D12,2,1806,1875,124
Rat Defense,Rat Defense: Balogh Defense,white,B07,8,1581,1515,39
Rat Defense,Rat Defense: Balogh Defense,black,B07,5,1615,1557,62
King's Pawn Game,King's Pawn Game: Mengarini's Opening,black,C20,9,1471,1784,28
Nimzo-Indian Defense,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,black,E59,2,2002,2119,95
Ruy Lopez,Ruy Lopez: Closed Variations |  Bogoljubov Variation,white,C91,1,2215,1961,113
Slav Defense,Slav Defense: Quiet Variation |  Pin Defense,white,D12,7,1930,1779,65
Sicilian Defense,Sicilian Defense: Old Sicilian,white,B30,60,1652,1607,62
Queen's Indian Defense,Queen's Indian Defense: Spassky System,black,E14,4,1753,1771,50
Russian Game,Russian Game: Nimzowitsch Attack,black,C42,3,2010,1972,62
Russian Game,Russian Game: Karklins-Martinovsky Variation,white,C42,3,1945,1756,64
Italian Game,Italian Game: Giuoco Pianissimo |  Normal,black,C50,28,1625,1693,53
French Defense,French Defense: Steinitz Variation |  Boleslavsky Variation,white,C11,5,2073,2028,60
Trompowsky Attack,Trompowsky Attack,black,A45,8,1894,1890,54
Zukertort Opening,Zukertort Opening: Santasiere's Folly,black,A06,1,1950,1926,90
Zukertort Opening,Zukertort Opening: Santasiere's Folly,white,A06,2,1942,1786,50
Polish Opening,Polish Opening: Zukertort System,white,A04,1,1805,1749,41
English Opening,English Opening: King's English Variation |  Four Knights Variation #2,black,A28,1,1560,1713,44
King's Pawn Game,King's Pawn Game: Tayler Opening,white,C44,5,1561,1547,59
Sicilian Defense,Sicilian Defense: Alapin Variation,white,B22,29,1721,1711,53
Sicilian Defense,Sicilian Defense: Bowdler Attack,black,B20,164,1544,1651,67
Queen's Gambit Refused,Queen's Gambit Refused: Austrian Defense,white,D06,8,1565,1449,64
Sicilian Defense,Sicilian Defense: Lasker-Dunne Attack,white,B20,2,1350,1432,33
Caro-Kann Defense,Caro-Kann Defense,black,B15,5,1346,1373,53
Sicilian Defense #2,Sicilian Defense #2,white,B54,30,1661,1638,63
Franco-Benoni Defense,Franco-Benoni Defense,black,A43,1,1544,1523,55
Queen's Pawn Game,Queen's Pawn Game: Colle System,black,D04,18,1463,1598,56
English Opening,English Opening: King's English Variation |  Reversed Closed Sicilian,black,A25,6,1652,1654,44
Dutch Defense,Dutch Defense: Hopton Attack,white,A80,2,1716,1981,42
Sicilian Defense,Sicilian Defense: Delayed Alapin Variation,black,B40,8,1724,1781,71
